"trainer/global_step","sam_distill_scannet - loss/total_step","sam_distill_scannet - loss/total_step__MIN","sam_distill_scannet - loss/total_step__MAX","sam_distill_scannet - _step","sam_distill_scannet - _step__MIN","sam_distill_scannet - _step__MAX"
"819","0.281510591506958","0.281510591506958","0.281510591506958","1521","1521","1521"
"829","0.36265143752098083","0.36265143752098083","0.36265143752098083","1538","1538","1538"
"839","0.29440394043922424","0.29440394043922424","0.29440394043922424","1556","1556","1556"
"849","0.3346024453639984","0.3346024453639984","0.3346024453639984","1573","1573","1573"
"859","0.27655065059661865","0.27655065059661865","0.27655065059661865","1598","1598","1598"
"869","0.33950352668762207","0.33950352668762207","0.33950352668762207","1615","1615","1615"
"879","0.4343668222427368","0.4343668222427368","0.4343668222427368","1633","1633","1633"
"889","0.3265179991722107","0.3265179991722107","0.3265179991722107","1650","1650","1650"
"899","0.29642850160598755","0.29642850160598755","0.29642850160598755","1667","1667","1667"
"909","0.39132797718048096","0.39132797718048096","0.39132797718048096","1688","1688","1688"
"919","0.426237016916275","0.426237016916275","0.426237016916275","1706","1706","1706"
"929","0.3732347786426544","0.3732347786426544","0.3732347786426544","1723","1723","1723"
"939","0.3499688506126404","0.3499688506126404","0.3499688506126404","1740","1740","1740"
"949","0.2787763178348541","0.2787763178348541","0.2787763178348541","1758","1758","1758"
"959","0.3656400442123413","0.3656400442123413","0.3656400442123413","1783","1783","1783"
"969","0.284873902797699","0.284873902797699","0.284873902797699","1800","1800","1800"
"979","0.35830098390579224","0.35830098390579224","0.35830098390579224","1817","1817","1817"
"989","0.26987046003341675","0.26987046003341675","0.26987046003341675","1835","1835","1835"
"999","0.5195634961128235","0.5195634961128235","0.5195634961128235","1852","1852","1852"
"1009","0.3655623197555542","0.3655623197555542","0.3655623197555542","1873","1873","1873"
"1019","0.34742316603660583","0.34742316603660583","0.34742316603660583","1890","1890","1890"
"1029","0.2825729548931122","0.2825729548931122","0.2825729548931122","1908","1908","1908"
"1039","0.3884955644607544","0.3884955644607544","0.3884955644607544","1920","1920","1920"
"1049","0.3836200535297394","0.3836200535297394","0.3836200535297394","1938","1938","1938"
"1059","0.36979231238365173","0.36979231238365173","0.36979231238365173","1963","1963","1963"
"1069","0.3426753878593445","0.3426753878593445","0.3426753878593445","1981","1981","1981"
"1079","0.30271923542022705","0.30271923542022705","0.30271923542022705","1998","1998","1998"
"1089","0.29601630568504333","0.29601630568504333","0.29601630568504333","2015","2015","2015"
"1099","0.2979924976825714","0.2979924976825714","0.2979924976825714","2032","2032","2032"
"1109","0.35213473439216614","0.35213473439216614","0.35213473439216614","2058","2058","2058"
"1119","0.3019062280654907","0.3019062280654907","0.3019062280654907","2075","2075","2075"
"1129","0.3648500144481659","0.3648500144481659","0.3648500144481659","2092","2092","2092"
"1139","0.3773461580276489","0.3773461580276489","0.3773461580276489","2109","2109","2109"
"1149","0.40404510498046875","0.40404510498046875","0.40404510498046875","2127","2127","2127"
"1159","0.27980202436447144","0.27980202436447144","0.27980202436447144","2152","2152","2152"
"1169","0.3775339126586914","0.3775339126586914","0.3775339126586914","2164","2164","2164"
"1179","0.3318282961845398","0.3318282961845398","0.3318282961845398","2182","2182","2182"
"1189","0.44329336285591125","0.44329336285591125","0.44329336285591125","2200","2200","2200"
"1199","0.36282479763031006","0.36282479763031006","0.36282479763031006","2217","2217","2217"
"1209","0.279832124710083","0.279832124710083","0.279832124710083","2242","2242","2242"
"1219","0.3419990539550781","0.3419990539550781","0.3419990539550781","2259","2259","2259"
"1229","0.333251953125","0.333251953125","0.333251953125","2277","2277","2277"
"1239","0.32221516966819763","0.32221516966819763","0.32221516966819763","2294","2294","2294"
"1249","0.28907206654548645","0.28907206654548645","0.28907206654548645","2311","2311","2311"
"1259","0.3839668929576874","0.3839668929576874","0.3839668929576874","2336","2336","2336"
"1269","0.3983982503414154","0.3983982503414154","0.3983982503414154","2354","2354","2354"
"1279","0.38748133182525635","0.38748133182525635","0.38748133182525635","2371","2371","2371"
"1289","0.2743590176105499","0.2743590176105499","0.2743590176105499","2388","2388","2388"
"1299","0.3716626763343811","0.3716626763343811","0.3716626763343811","2401","2401","2401"
"1309","0.4377620816230774","0.4377620816230774","0.4377620816230774","2427","2427","2427"
"1319","0.3276700973510742","0.3276700973510742","0.3276700973510742","2444","2444","2444"
"1329","0.3978303074836731","0.3978303074836731","0.3978303074836731","2461","2461","2461"
"1339","0.3150394856929779","0.3150394856929779","0.3150394856929779","2479","2479","2479"
"1349","0.34982094168663025","0.34982094168663025","0.34982094168663025","2496","2496","2496"
"1359","0.3363148868083954","0.3363148868083954","0.3363148868083954","2521","2521","2521"
"1369","0.42099109292030334","0.42099109292030334","0.42099109292030334","2538","2538","2538"
"1379","0.2859432101249695","0.2859432101249695","0.2859432101249695","2556","2556","2556"
"1389","0.3550577163696289","0.3550577163696289","0.3550577163696289","2573","2573","2573"
"1399","0.447223961353302","0.447223961353302","0.447223961353302","2590","2590","2590"
"1409","0.39496445655822754","0.39496445655822754","0.39496445655822754","2615","2615","2615"
"1419","0.2808103561401367","0.2808103561401367","0.2808103561401367","2633","2633","2633"
"1429","0.3251315653324127","0.3251315653324127","0.3251315653324127","2645","2645","2645"
"1439","0.350922167301178","0.350922167301178","0.350922167301178","2663","2663","2663"
"1449","0.38489121198654175","0.38489121198654175","0.38489121198654175","2680","2680","2680"
"1459","0.4125574827194214","0.4125574827194214","0.4125574827194214","2706","2706","2706"
"1469","0.2647358775138855","0.2647358775138855","0.2647358775138855","2723","2723","2723"
"1479","0.3538343012332916","0.3538343012332916","0.3538343012332916","2740","2740","2740"
"1489","0.2796802520751953","0.2796802520751953","0.2796802520751953","2757","2757","2757"
"1499","0.3724074065685272","0.3724074065685272","0.3724074065685272","2775","2775","2775"
"1509","0.30539509654045105","0.30539509654045105","0.30539509654045105","2800","2800","2800"
"1519","0.38084763288497925","0.38084763288497925","0.38084763288497925","2817","2817","2817"
"1529","0.519756019115448","0.519756019115448","0.519756019115448","2834","2834","2834"
"1539","0.354142963886261","0.354142963886261","0.354142963886261","2852","2852","2852"
"1549","0.25982558727264404","0.25982558727264404","0.25982558727264404","2869","2869","2869"
"1559","0.41775447130203247","0.41775447130203247","0.41775447130203247","2889","2889","2889"
"1569","0.39626428484916687","0.39626428484916687","0.39626428484916687","2907","2907","2907"
"1579","0.3746328055858612","0.3746328055858612","0.3746328055858612","2925","2925","2925"
"1589","0.3633241355419159","0.3633241355419159","0.3633241355419159","2942","2942","2942"
"1599","0.2894420027732849","0.2894420027732849","0.2894420027732849","2959","2959","2959"
"1609","0.33982402086257935","0.33982402086257935","0.33982402086257935","2984","2984","2984"
"1619","0.33486711978912354","0.33486711978912354","0.33486711978912354","3002","3002","3002"
"1629","0.28508806228637695","0.28508806228637695","0.28508806228637695","3019","3019","3019"
"1639","0.2841672897338867","0.2841672897338867","0.2841672897338867","3036","3036","3036"
"1649","0.4034283757209778","0.4034283757209778","0.4034283757209778","3053","3053","3053"
"1659","0.4266626536846161","0.4266626536846161","0.4266626536846161","3079","3079","3079"
"1669","0.35132598876953125","0.35132598876953125","0.35132598876953125","3096","3096","3096"
"1679","0.25866878032684326","0.25866878032684326","0.25866878032684326","3113","3113","3113"
"1689","0.3523077964782715","0.3523077964782715","0.3523077964782715","3126","3126","3126"
"1699","0.416023850440979","0.416023850440979","0.416023850440979","3144","3144","3144"
"1709","0.3971872925758362","0.3971872925758362","0.3971872925758362","3169","3169","3169"
"1719","0.31334981322288513","0.31334981322288513","0.31334981322288513","3186","3186","3186"
"1729","0.27634695172309875","0.27634695172309875","0.27634695172309875","3204","3204","3204"
"1739","0.2740219235420227","0.2740219235420227","0.2740219235420227","3221","3221","3221"
"1749","0.3507676124572754","0.3507676124572754","0.3507676124572754","3238","3238","3238"
"1759","0.3564474582672119","0.3564474582672119","0.3564474582672119","3263","3263","3263"
"1769","0.27366966009140015","0.27366966009140015","0.27366966009140015","3281","3281","3281"
"1779","0.3351554572582245","0.3351554572582245","0.3351554572582245","3298","3298","3298"
"1789","0.48893672227859497","0.48893672227859497","0.48893672227859497","3315","3315","3315"
"1799","0.35873615741729736","0.35873615741729736","0.35873615741729736","3332","3332","3332"
"1809","0.2644556164741516","0.2644556164741516","0.2644556164741516","3358","3358","3358"
"1819","0.34678182005882263","0.34678182005882263","0.34678182005882263","3370","3370","3370"
"1829","0.333647221326828","0.333647221326828","0.333647221326828","3388","3388","3388"
"1839","0.4127729833126068","0.4127729833126068","0.4127729833126068","3405","3405","3405"
"1849","0.3584882915019989","0.3584882915019989","0.3584882915019989","3423","3423","3423"
"1859","0.29122835397720337","0.29122835397720337","0.29122835397720337","3448","3448","3448"
"1869","0.2758534550666809","0.2758534550666809","0.2758534550666809","3465","3465","3465"
"1879","0.35608771443367004","0.35608771443367004","0.35608771443367004","3482","3482","3482"
"1889","0.46295326948165894","0.46295326948165894","0.46295326948165894","3500","3500","3500"
"1899","0.2820254862308502","0.2820254862308502","0.2820254862308502","3517","3517","3517"
"1909","0.3773389160633087","0.3773389160633087","0.3773389160633087","3542","3542","3542"
"1919","0.38661009073257446","0.38661009073257446","0.38661009073257446","3559","3559","3559"
"1929","0.35071420669555664","0.35071420669555664","0.35071420669555664","3577","3577","3577"
"1939","0.2604582905769348","0.2604582905769348","0.2604582905769348","3594","3594","3594"
"1949","0.4203251004219055","0.4203251004219055","0.4203251004219055","3606","3606","3606"
"1959","0.35918480157852173","0.35918480157852173","0.35918480157852173","3632","3632","3632"
"1969","0.3546794056892395","0.3546794056892395","0.3546794056892395","3650","3650","3650"
"1979","0.31961163878440857","0.31961163878440857","0.31961163878440857","3667","3667","3667"
"1989","0.2884901165962219","0.2884901165962219","0.2884901165962219","3684","3684","3684"
"1999","0.25192978978157043","0.25192978978157043","0.25192978978157043","3701","3701","3701"
"2009","0.364407479763031","0.364407479763031","0.364407479763031","3727","3727","3727"
"2019","0.3011126220226288","0.3011126220226288","0.3011126220226288","3744","3744","3744"
"2029","0.2444683164358139","0.2444683164358139","0.2444683164358139","3761","3761","3761"
"2039","0.297654926776886","0.297654926776886","0.297654926776886","3778","3778","3778"
"2049","0.4233900308609009","0.4233900308609009","0.4233900308609009","3796","3796","3796"
"2059","0.34477558732032776","0.34477558732032776","0.34477558732032776","3821","3821","3821"
"2069","0.2574739158153534","0.2574739158153534","0.2574739158153534","3838","3838","3838"
"2079","0.33562028408050537","0.33562028408050537","0.33562028408050537","3851","3851","3851"
"2089","0.32792025804519653","0.32792025804519653","0.32792025804519653","3869","3869","3869"
"2099","0.35680586099624634","0.35680586099624634","0.35680586099624634","3886","3886","3886"
"2109","0.38290077447891235","0.38290077447891235","0.38290077447891235","3911","3911","3911"
"2119","0.261669784784317","0.261669784784317","0.261669784784317","3929","3929","3929"
"2129","0.3206726908683777","0.3206726908683777","0.3206726908683777","3946","3946","3946"
"2139","0.2785922586917877","0.2785922586917877","0.2785922586917877","3963","3963","3963"
"2149","0.3096563518047333","0.3096563518047333","0.3096563518047333","3980","3980","3980"
"2159","0.2780457139015198","0.2780457139015198","0.2780457139015198","4006","4006","4006"
"2169","0.40505897998809814","0.40505897998809814","0.40505897998809814","4023","4023","4023"
"2179","0.4139849841594696","0.4139849841594696","0.4139849841594696","4040","4040","4040"
"2189","0.39145374298095703","0.39145374298095703","0.39145374298095703","4057","4057","4057"
"2199","0.26388218998908997","0.26388218998908997","0.26388218998908997","4075","4075","4075"
"2209","0.41786783933639526","0.41786783933639526","0.41786783933639526","4095","4095","4095"
"2219","0.3760716915130615","0.3760716915130615","0.3760716915130615","4113","4113","4113"
"2229","0.37865668535232544","0.37865668535232544","0.37865668535232544","4130","4130","4130"
"2239","0.3646271228790283","0.3646271228790283","0.3646271228790283","4148","4148","4148"
"2249","0.2787027657032013","0.2787027657032013","0.2787027657032013","4165","4165","4165"
"2259","0.26972582936286926","0.26972582936286926","0.26972582936286926","4190","4190","4190"
"2269","0.33279430866241455","0.33279430866241455","0.33279430866241455","4207","4207","4207"
"2279","0.36875584721565247","0.36875584721565247","0.36875584721565247","4225","4225","4225"
"2289","0.292316734790802","0.292316734790802","0.292316734790802","4242","4242","4242"
"2299","0.39008668065071106","0.39008668065071106","0.39008668065071106","4259","4259","4259"
"2309","0.35416650772094727","0.35416650772094727","0.35416650772094727","4280","4280","4280"
"2319","0.2904198467731476","0.2904198467731476","0.2904198467731476","4298","4298","4298"
"2329","0.27020007371902466","0.27020007371902466","0.27020007371902466","4315","4315","4315"
"2339","0.43424156308174133","0.43424156308174133","0.43424156308174133","4327","4327","4327"
"2349","0.4422091841697693","0.4422091841697693","0.4422091841697693","4345","4345","4345"
"2359","0.48333317041397095","0.48333317041397095","0.48333317041397095","4371","4371","4371"
"2369","0.355732262134552","0.355732262134552","0.355732262134552","4388","4388","4388"
"2379","0.2798933684825897","0.2798933684825897","0.2798933684825897","4405","4405","4405"
"2389","0.3876084089279175","0.3876084089279175","0.3876084089279175","4422","4422","4422"
"2399","0.32992610335350037","0.32992610335350037","0.32992610335350037","4440","4440","4440"
"2409","0.4876563549041748","0.4876563549041748","0.4876563549041748","4465","4465","4465"
"2419","0.29126670956611633","0.29126670956611633","0.29126670956611633","4482","4482","4482"
"2429","0.4308920204639435","0.4308920204639435","0.4308920204639435","4499","4499","4499"
"2439","0.40879300236701965","0.40879300236701965","0.40879300236701965","4517","4517","4517"
"2449","0.33246487379074097","0.33246487379074097","0.33246487379074097","4534","4534","4534"
"2459","0.22073738276958466","0.22073738276958466","0.22073738276958466","4559","4559","4559"
"2469","0.3380172848701477","0.3380172848701477","0.3380172848701477","4572","4572","4572"
"2479","0.4723132252693176","0.4723132252693176","0.4723132252693176","4590","4590","4590"
"2489","0.32434219121932983","0.32434219121932983","0.32434219121932983","4607","4607","4607"
"2499","0.36828017234802246","0.36828017234802246","0.36828017234802246","4624","4624","4624"
"2509","0.2638619542121887","0.2638619542121887","0.2638619542121887","4650","4650","4650"
"2519","0.29382064938545227","0.29382064938545227","0.29382064938545227","4667","4667","4667"
"2529","0.34058961272239685","0.34058961272239685","0.34058961272239685","4684","4684","4684"
"2539","0.4042436182498932","0.4042436182498932","0.4042436182498932","4701","4701","4701"
"2549","0.2713105082511902","0.2713105082511902","0.2713105082511902","4719","4719","4719"
"2559","0.3830239772796631","0.3830239772796631","0.3830239772796631","4744","4744","4744"
"2569","0.43514108657836914","0.43514108657836914","0.43514108657836914","4761","4761","4761"
"2579","0.40407437086105347","0.40407437086105347","0.40407437086105347","4778","4778","4778"
"2589","0.27398598194122314","0.27398598194122314","0.27398598194122314","4796","4796","4796"
"2599","0.3664747476577759","0.3664747476577759","0.3664747476577759","4808","4808","4808"
"2609","0.3604523837566376","0.3604523837566376","0.3604523837566376","4834","4834","4834"
"2619","0.39970940351486206","0.39970940351486206","0.39970940351486206","4851","4851","4851"
"2629","0.34704506397247314","0.34704506397247314","0.34704506397247314","4869","4869","4869"
"2639","0.29809024930000305","0.29809024930000305","0.29809024930000305","4886","4886","4886"
"2649","0.28374192118644714","0.28374192118644714","0.28374192118644714","4903","4903","4903"
"2659","0.30105334520339966","0.30105334520339966","0.30105334520339966","4928","4928","4928"
"2669","0.3071519434452057","0.3071519434452057","0.3071519434452057","4946","4946","4946"
"2679","0.2847576439380646","0.2847576439380646","0.2847576439380646","4963","4963","4963"
"2689","0.3259412348270416","0.3259412348270416","0.3259412348270416","4980","4980","4980"
"2699","0.4654410183429718","0.4654410183429718","0.4654410183429718","4997","4997","4997"
"2709","0.315530002117157","0.315530002117157","0.315530002117157","5023","5023","5023"
"2719","0.26193928718566895","0.26193928718566895","0.26193928718566895","5040","5040","5040"
"2729","0.3570352792739868","0.3570352792739868","0.3570352792739868","5052","5052","5052"
"2739","0.38064926862716675","0.38064926862716675","0.38064926862716675","5070","5070","5070"
"2749","0.4113316237926483","0.4113316237926483","0.4113316237926483","5088","5088","5088"
"2759","0.3837958574295044","0.3837958574295044","0.3837958574295044","5113","5113","5113"
"2769","0.26817265152931213","0.26817265152931213","0.26817265152931213","5130","5130","5130"
"2779","0.29827630519866943","0.29827630519866943","0.29827630519866943","5147","5147","5147"
"2789","0.32583364844322205","0.32583364844322205","0.32583364844322205","5165","5165","5165"
"2799","0.286749929189682","0.286749929189682","0.286749929189682","5182","5182","5182"
"2809","0.22516021132469177","0.22516021132469177","0.22516021132469177","5207","5207","5207"
"2819","0.3908398449420929","0.3908398449420929","0.3908398449420929","5224","5224","5224"
"2829","0.4864220917224884","0.4864220917224884","0.4864220917224884","5242","5242","5242"
"2839","0.3569836914539337","0.3569836914539337","0.3569836914539337","5259","5259","5259"
"2849","0.2731882333755493","0.2731882333755493","0.2731882333755493","5276","5276","5276"
"2859","0.33758437633514404","0.33758437633514404","0.33758437633514404","5297","5297","5297"
"2869","0.346926748752594","0.346926748752594","0.346926748752594","5315","5315","5315"
"2879","0.3566851019859314","0.3566851019859314","0.3566851019859314","5332","5332","5332"
"2889","0.3471512794494629","0.3471512794494629","0.3471512794494629","5349","5349","5349"
"2899","0.252006858587265","0.252006858587265","0.252006858587265","5367","5367","5367"
"2909","0.2845187783241272","0.2845187783241272","0.2845187783241272","5392","5392","5392"
"2919","0.311842143535614","0.311842143535614","0.311842143535614","5409","5409","5409"
"2929","0.339915931224823","0.339915931224823","0.339915931224823","5426","5426","5426"
"2939","0.2542027235031128","0.2542027235031128","0.2542027235031128","5444","5444","5444"
"2949","0.29852041602134705","0.29852041602134705","0.29852041602134705","5461","5461","5461"
"2959","0.4661407768726349","0.4661407768726349","0.4661407768726349","5482","5482","5482"
"2969","0.35164135694503784","0.35164135694503784","0.35164135694503784","5499","5499","5499"
"2979","0.2690364718437195","0.2690364718437195","0.2690364718437195","5517","5517","5517"
"2989","0.3533709943294525","0.3533709943294525","0.3533709943294525","5529","5529","5529"
"2999","0.317236989736557","0.317236989736557","0.317236989736557","5547","5547","5547"
"3009","0.4030877649784088","0.4030877649784088","0.4030877649784088","5572","5572","5572"
"3019","0.3751959204673767","0.3751959204673767","0.3751959204673767","5590","5590","5590"
"3029","0.269084632396698","0.269084632396698","0.269084632396698","5607","5607","5607"
"3039","0.2829045057296753","0.2829045057296753","0.2829045057296753","5624","5624","5624"
"3049","0.3706342577934265","0.3706342577934265","0.3706342577934265","5641","5641","5641"
"3059","0.3018602132797241","0.3018602132797241","0.3018602132797241","5667","5667","5667"
"3069","0.26351162791252136","0.26351162791252136","0.26351162791252136","5684","5684","5684"
"3079","0.4022579789161682","0.4022579789161682","0.4022579789161682","5701","5701","5701"
"3089","0.37375572323799133","0.37375572323799133","0.37375572323799133","5718","5718","5718"
"3099","0.32173511385917664","0.32173511385917664","0.32173511385917664","5736","5736","5736"
"3109","0.279617577791214","0.279617577791214","0.279617577791214","5761","5761","5761"
"3119","0.3514740467071533","0.3514740467071533","0.3514740467071533","5773","5773","5773"
"3129","0.3622717261314392","0.3622717261314392","0.3622717261314392","5791","5791","5791"
"3139","0.3316853642463684","0.3316853642463684","0.3316853642463684","5809","5809","5809"
"3149","0.3540564477443695","0.3540564477443695","0.3540564477443695","5826","5826","5826"
"3159","0.23730333149433136","0.23730333149433136","0.23730333149433136","5851","5851","5851"
"3169","0.3205244243144989","0.3205244243144989","0.3205244243144989","5868","5868","5868"
"3179","0.3523155748844147","0.3523155748844147","0.3523155748844147","5886","5886","5886"
"3189","0.30559906363487244","0.30559906363487244","0.30559906363487244","5903","5903","5903"
"3199","0.2552034556865692","0.2552034556865692","0.2552034556865692","5920","5920","5920"
"3209","0.4971698820590973","0.4971698820590973","0.4971698820590973","5945","5945","5945"
"3219","0.4140763580799103","0.4140763580799103","0.4140763580799103","5963","5963","5963"
"3229","0.4668656885623932","0.4668656885623932","0.4668656885623932","5980","5980","5980"
"3239","0.24853184819221497","0.24853184819221497","0.24853184819221497","5997","5997","5997"
"3249","0.46797144412994385","0.46797144412994385","0.46797144412994385","6010","6010","6010"
"3259","0.31434884667396545","0.31434884667396545","0.31434884667396545","6036","6036","6036"
"3269","0.3764287233352661","0.3764287233352661","0.3764287233352661","6053","6053","6053"
"3279","0.3415865898132324","0.3415865898132324","0.3415865898132324","6070","6070","6070"
"3289","0.25855958461761475","0.25855958461761475","0.25855958461761475","6088","6088","6088"
"3299","0.3234630227088928","0.3234630227088928","0.3234630227088928","6105","6105","6105"
"3309","0.2380908727645874","0.2380908727645874","0.2380908727645874","6130","6130","6130"
"3319","0.3231854736804962","0.3231854736804962","0.3231854736804962","6147","6147","6147"
"3329","0.2420225888490677","0.2420225888490677","0.2420225888490677","6165","6165","6165"
"3339","0.3736201822757721","0.3736201822757721","0.3736201822757721","6182","6182","6182"
"3349","0.35263052582740784","0.35263052582740784","0.35263052582740784","6199","6199","6199"
"3359","0.3521280586719513","0.3521280586719513","0.3521280586719513","6224","6224","6224"
"3369","0.2642025053501129","0.2642025053501129","0.2642025053501129","6242","6242","6242"
"3379","0.33902227878570557","0.33902227878570557","0.33902227878570557","6254","6254","6254"
"3389","0.3281562328338623","0.3281562328338623","0.3281562328338623","6272","6272","6272"
"3399","0.31984183192253113","0.31984183192253113","0.31984183192253113","6289","6289","6289"
"3409","0.3401322662830353","0.3401322662830353","0.3401322662830353","6315","6315","6315"
