"trainer/global_step","sam_distill_scannet - loss/total_step","sam_distill_scannet - loss/total_step__MIN","sam_distill_scannet - loss/total_step__MAX","sam_distill_scannet - _step","sam_distill_scannet - _step__MIN","sam_distill_scannet - _step__MAX"
"3419","0.22154633700847626","0.22154633700847626","0.22154633700847626","6332","6332","6332"
"3429","0.33881160616874695","0.33881160616874695","0.33881160616874695","6349","6349","6349"
"3439","0.32610756158828735","0.32610756158828735","0.32610756158828735","6366","6366","6366"
"3449","0.34996533393859863","0.34996533393859863","0.34996533393859863","6384","6384","6384"
"3459","0.2421066164970398","0.2421066164970398","0.2421066164970398","6409","6409","6409"
"3469","0.4539169371128082","0.4539169371128082","0.4539169371128082","6426","6426","6426"
"3479","0.36999422311782837","0.36999422311782837","0.36999422311782837","6443","6443","6443"
"3489","0.2981528043746948","0.2981528043746948","0.2981528043746948","6461","6461","6461"
"3499","0.26568660140037537","0.26568660140037537","0.26568660140037537","6478","6478","6478"
"3509","0.4093969166278839","0.4093969166278839","0.4093969166278839","6498","6498","6498"
"3519","0.313027560710907","0.313027560710907","0.313027560710907","6516","6516","6516"
"3529","0.41504669189453125","0.41504669189453125","0.41504669189453125","6534","6534","6534"
"3539","0.3196174204349518","0.3196174204349518","0.3196174204349518","6551","6551","6551"
"3549","0.22473639249801636","0.22473639249801636","0.22473639249801636","6568","6568","6568"
"3559","0.2902083098888397","0.2902083098888397","0.2902083098888397","6593","6593","6593"
"3569","0.3486480414867401","0.3486480414867401","0.3486480414867401","6611","6611","6611"
"3579","0.2880219519138336","0.2880219519138336","0.2880219519138336","6628","6628","6628"
"3589","0.23139087855815887","0.23139087855815887","0.23139087855815887","6645","6645","6645"
"3599","0.3242492377758026","0.3242492377758026","0.3242492377758026","6662","6662","6662"
"3609","0.3909805119037628","0.3909805119037628","0.3909805119037628","6688","6688","6688"
"3619","0.3725934624671936","0.3725934624671936","0.3725934624671936","6705","6705","6705"
"3629","0.2328438013792038","0.2328438013792038","0.2328438013792038","6722","6722","6722"
"3639","0.367705762386322","0.367705762386322","0.367705762386322","6735","6735","6735"
"3649","0.32553815841674805","0.32553815841674805","0.32553815841674805","6753","6753","6753"
"3659","0.4039019048213959","0.4039019048213959","0.4039019048213959","6778","6778","6778"
"3669","0.3164888620376587","0.3164888620376587","0.3164888620376587","6795","6795","6795"
"3679","0.26224851608276367","0.26224851608276367","0.26224851608276367","6813","6813","6813"
"3689","0.30514049530029297","0.30514049530029297","0.30514049530029297","6830","6830","6830"
"3699","0.3556824326515198","0.3556824326515198","0.3556824326515198","6847","6847","6847"
"3709","0.27074360847473145","0.27074360847473145","0.27074360847473145","6872","6872","6872"
"3719","0.2607647776603699","0.2607647776603699","0.2607647776603699","6890","6890","6890"
"3729","0.37748515605926514","0.37748515605926514","0.37748515605926514","6907","6907","6907"
"3739","0.3811609447002411","0.3811609447002411","0.3811609447002411","6924","6924","6924"
"3749","0.3881647288799286","0.3881647288799286","0.3881647288799286","6941","6941","6941"
"3759","0.2451988160610199","0.2451988160610199","0.2451988160610199","6967","6967","6967"
"3769","0.3996239900588989","0.3996239900588989","0.3996239900588989","6979","6979","6979"
"3779","0.3346260190010071","0.3346260190010071","0.3346260190010071","6997","6997","6997"
"3789","0.32315346598625183","0.32315346598625183","0.32315346598625183","7014","7014","7014"
"3799","0.33083733916282654","0.33083733916282654","0.33083733916282654","7032","7032","7032"
"3809","0.28154653310775757","0.28154653310775757","0.28154653310775757","7057","7057","7057"
"3819","0.3200325667858124","0.3200325667858124","0.3200325667858124","7074","7074","7074"
"3829","0.2636595070362091","0.2636595070362091","0.2636595070362091","7091","7091","7091"
"3839","0.3603633642196655","0.3603633642196655","0.3603633642196655","7109","7109","7109"
"3849","0.22358134388923645","0.22358134388923645","0.22358134388923645","7126","7126","7126"
"3859","0.34761738777160645","0.34761738777160645","0.34761738777160645","7151","7151","7151"
"3869","0.3978005051612854","0.3978005051612854","0.3978005051612854","7168","7168","7168"
"3879","0.32439184188842773","0.32439184188842773","0.32439184188842773","7186","7186","7186"
"3889","0.25225961208343506","0.25225961208343506","0.25225961208343506","7203","7203","7203"
"3899","0.33214420080184937","0.33214420080184937","0.33214420080184937","7215","7215","7215"
"3909","0.5172235369682312","0.5172235369682312","0.5172235369682312","7241","7241","7241"
"3919","0.4544382393360138","0.4544382393360138","0.4544382393360138","7259","7259","7259"
"3929","0.36231517791748047","0.36231517791748047","0.36231517791748047","7276","7276","7276"
"3939","0.24850085377693176","0.24850085377693176","0.24850085377693176","7293","7293","7293"
"3949","0.307068794965744","0.307068794965744","0.307068794965744","7310","7310","7310"
"3959","0.2833404839038849","0.2833404839038849","0.2833404839038849","7336","7336","7336"
"3969","0.2988232970237732","0.2988232970237732","0.2988232970237732","7353","7353","7353"
"3979","0.29370805621147156","0.29370805621147156","0.29370805621147156","7370","7370","7370"
"3989","0.3650965690612793","0.3650965690612793","0.3650965690612793","7387","7387","7387"
"3999","0.3533084988594055","0.3533084988594055","0.3533084988594055","7405","7405","7405"
"4009","0.3750002682209015","0.3750002682209015","0.3750002682209015","7430","7430","7430"
"4019","0.25989750027656555","0.25989750027656555","0.25989750027656555","7447","7447","7447"
"4029","0.3554835319519043","0.3554835319519043","0.3554835319519043","7460","7460","7460"
"4039","0.30266037583351135","0.30266037583351135","0.30266037583351135","7478","7478","7478"
"4049","0.346914142370224","0.346914142370224","0.346914142370224","7495","7495","7495"
"4059","0.33664727210998535","0.33664727210998535","0.33664727210998535","7520","7520","7520"
"4069","0.2809101939201355","0.2809101939201355","0.2809101939201355","7538","7538","7538"
"4079","0.29866328835487366","0.29866328835487366","0.29866328835487366","7555","7555","7555"
"4089","0.28817784786224365","0.28817784786224365","0.28817784786224365","7572","7572","7572"
"4099","0.28418460488319397","0.28418460488319397","0.28418460488319397","7589","7589","7589"
"4109","0.2695034146308899","0.2695034146308899","0.2695034146308899","7615","7615","7615"
"4119","0.403279185295105","0.403279185295105","0.403279185295105","7632","7632","7632"
"4129","0.3321230411529541","0.3321230411529541","0.3321230411529541","7649","7649","7649"
"4139","0.33754071593284607","0.33754071593284607","0.33754071593284607","7666","7666","7666"
"4149","0.24385809898376465","0.24385809898376465","0.24385809898376465","7684","7684","7684"
"4159","0.3314172625541687","0.3314172625541687","0.3314172625541687","7704","7704","7704"
"4169","0.4070241451263428","0.4070241451263428","0.4070241451263428","7722","7722","7722"
"4179","0.38250643014907837","0.38250643014907837","0.38250643014907837","7739","7739","7739"
"4189","0.29112568497657776","0.29112568497657776","0.29112568497657776","7757","7757","7757"
"4199","0.25890129804611206","0.25890129804611206","0.25890129804611206","7774","7774","7774"
"4209","0.3243227005004883","0.3243227005004883","0.3243227005004883","7799","7799","7799"
"4219","0.3817078471183777","0.3817078471183777","0.3817078471183777","7816","7816","7816"
"4229","0.3306393623352051","0.3306393623352051","0.3306393623352051","7834","7834","7834"
"4239","0.2568839490413666","0.2568839490413666","0.2568839490413666","7851","7851","7851"
"4249","0.36089301109313965","0.36089301109313965","0.36089301109313965","7868","7868","7868"
"4259","0.33659568428993225","0.33659568428993225","0.33659568428993225","7889","7889","7889"
"4269","0.3548380732536316","0.3548380732536316","0.3548380732536316","7907","7907","7907"
"4279","0.24835407733917236","0.24835407733917236","0.24835407733917236","7924","7924","7924"
"4289","0.3522377908229828","0.3522377908229828","0.3522377908229828","7936","7936","7936"
"4299","0.4322882294654846","0.4322882294654846","0.4322882294654846","7954","7954","7954"
"4309","0.3583313226699829","0.3583313226699829","0.3583313226699829","7980","7980","7980"
"4319","0.3632345497608185","0.3632345497608185","0.3632345497608185","7997","7997","7997"
"4329","0.25940582156181335","0.25940582156181335","0.25940582156181335","8014","8014","8014"
"4339","0.2984338402748108","0.2984338402748108","0.2984338402748108","8031","8031","8031"
"4349","0.3448108732700348","0.3448108732700348","0.3448108732700348","8049","8049","8049"
"4359","0.31556785106658936","0.31556785106658936","0.31556785106658936","8074","8074","8074"
"4369","0.23508064448833466","0.23508064448833466","0.23508064448833466","8091","8091","8091"
"4379","0.31335973739624023","0.31335973739624023","0.31335973739624023","8108","8108","8108"
"4389","0.4202997386455536","0.4202997386455536","0.4202997386455536","8126","8126","8126"
"4399","0.356074720621109","0.356074720621109","0.356074720621109","8143","8143","8143"
"4409","0.2825404405593872","0.2825404405593872","0.2825404405593872","8168","8168","8168"
"4419","0.3452307879924774","0.3452307879924774","0.3452307879924774","8181","8181","8181"
"4429","0.3275654911994934","0.3275654911994934","0.3275654911994934","8199","8199","8199"
"4439","0.34091296792030334","0.34091296792030334","0.34091296792030334","8216","8216","8216"
"4449","0.31446409225463867","0.31446409225463867","0.31446409225463867","8233","8233","8233"
"4459","0.2283720076084137","0.2283720076084137","0.2283720076084137","8259","8259","8259"
"4469","0.2852247357368469","0.2852247357368469","0.2852247357368469","8276","8276","8276"
"4479","0.3051837682723999","0.3051837682723999","0.3051837682723999","8293","8293","8293"
"4489","0.3163783550262451","0.3163783550262451","0.3163783550262451","8310","8310","8310"
"4499","0.24445849657058716","0.24445849657058716","0.24445849657058716","8328","8328","8328"
"4509","0.34867292642593384","0.34867292642593384","0.34867292642593384","8353","8353","8353"
"4519","0.41100409626960754","0.41100409626960754","0.41100409626960754","8370","8370","8370"
"4529","0.3209644854068756","0.3209644854068756","0.3209644854068756","8387","8387","8387"
"4539","0.2628110945224762","0.2628110945224762","0.2628110945224762","8405","8405","8405"
"4549","0.37760743498802185","0.37760743498802185","0.37760743498802185","8417","8417","8417"
"4559","0.4760705828666687","0.4760705828666687","0.4760705828666687","8443","8443","8443"
"4569","0.4512869417667389","0.4512869417667389","0.4512869417667389","8460","8460","8460"
"4579","0.36172062158584595","0.36172062158584595","0.36172062158584595","8478","8478","8478"
"4589","0.24547192454338074","0.24547192454338074","0.24547192454338074","8495","8495","8495"
"4599","0.3199232518672943","0.3199232518672943","0.3199232518672943","8512","8512","8512"
"4609","0.313492089509964","0.313492089509964","0.313492089509964","8537","8537","8537"
"4619","0.41020914912223816","0.41020914912223816","0.41020914912223816","8555","8555","8555"
"4629","0.2859713137149811","0.2859713137149811","0.2859713137149811","8572","8572","8572"
"4639","0.3106127977371216","0.3106127977371216","0.3106127977371216","8589","8589","8589"
"4649","0.4110028147697449","0.4110028147697449","0.4110028147697449","8606","8606","8606"
"4659","0.315438449382782","0.315438449382782","0.315438449382782","8632","8632","8632"
"4669","0.2561827600002289","0.2561827600002289","0.2561827600002289","8649","8649","8649"
"4679","0.32765358686447144","0.32765358686447144","0.32765358686447144","8661","8661","8661"
"4689","0.3556572496891022","0.3556572496891022","0.3556572496891022","8679","8679","8679"
"4699","0.3739122748374939","0.3739122748374939","0.3739122748374939","8697","8697","8697"
"4709","0.39250603318214417","0.39250603318214417","0.39250603318214417","8722","8722","8722"
"4719","0.24613367021083832","0.24613367021083832","0.24613367021083832","8739","8739","8739"
"4729","0.331039160490036","0.331039160490036","0.331039160490036","8756","8756","8756"
"4739","0.3281711935997009","0.3281711935997009","0.3281711935997009","8774","8774","8774"
"4749","0.2627575695514679","0.2627575695514679","0.2627575695514679","8791","8791","8791"
"4759","0.30950480699539185","0.30950480699539185","0.30950480699539185","8816","8816","8816"
"4769","0.42845815420150757","0.42845815420150757","0.42845815420150757","8833","8833","8833"
"4779","0.38267919421195984","0.38267919421195984","0.38267919421195984","8851","8851","8851"
"4789","0.36854255199432373","0.36854255199432373","0.36854255199432373","8868","8868","8868"
"4799","0.2326188087463379","0.2326188087463379","0.2326188087463379","8885","8885","8885"
"4809","0.39002275466918945","0.39002275466918945","0.39002275466918945","8906","8906","8906"
"4819","0.3136785328388214","0.3136785328388214","0.3136785328388214","8924","8924","8924"
"4829","0.40905100107192993","0.40905100107192993","0.40905100107192993","8941","8941","8941"
"4839","0.31869736313819885","0.31869736313819885","0.31869736313819885","8958","8958","8958"
"4849","0.2401917725801468","0.2401917725801468","0.2401917725801468","8976","8976","8976"
"4859","0.29539939761161804","0.29539939761161804","0.29539939761161804","9001","9001","9001"
"4869","0.27291935682296753","0.27291935682296753","0.27291935682296753","9018","9018","9018"
"4879","0.34432390332221985","0.34432390332221985","0.34432390332221985","9035","9035","9035"
"4889","0.20296098291873932","0.20296098291873932","0.20296098291873932","9053","9053","9053"
"4899","0.26664766669273376","0.26664766669273376","0.26664766669273376","9070","9070","9070"
"4909","0.3621545732021332","0.3621545732021332","0.3621545732021332","9091","9091","9091"
"4919","0.3258330821990967","0.3258330821990967","0.3258330821990967","9108","9108","9108"
"4929","0.2491201013326645","0.2491201013326645","0.2491201013326645","9126","9126","9126"
"4939","0.3218105435371399","0.3218105435371399","0.3218105435371399","9138","9138","9138"
"4949","0.3621162474155426","0.3621162474155426","0.3621162474155426","9156","9156","9156"
"4959","0.3114825189113617","0.3114825189113617","0.3114825189113617","9181","9181","9181"
"4969","0.40360191464424133","0.40360191464424133","0.40360191464424133","9199","9199","9199"
"4979","0.23375216126441956","0.23375216126441956","0.23375216126441956","9216","9216","9216"
"4989","0.33024123311042786","0.33024123311042786","0.33024123311042786","9233","9233","9233"
"4999","0.3045227527618408","0.3045227527618408","0.3045227527618408","9250","9250","9250"
