"trainer/global_step","sam_distill_scannet - loss/feature_magnitude_step","sam_distill_scannet - loss/feature_magnitude_step__MIN","sam_distill_scannet - loss/feature_magnitude_step__MAX","sam_distill_scannet - _step","sam_distill_scannet - _step__MIN","sam_distill_scannet - _step__MAX"
"3419","0.09859830141067505","0.09859830141067505","0.09859830141067505","6332","6332","6332"
"3429","0.15223146975040436","0.15223146975040436","0.15223146975040436","6349","6349","6349"
"3439","0.11548670381307602","0.11548670381307602","0.11548670381307602","6366","6366","6366"
"3449","0.12782222032546997","0.12782222032546997","0.12782222032546997","6384","6384","6384"
"3459","0.10549051314592361","0.10549051314592361","0.10549051314592361","6409","6409","6409"
"3469","0.253924697637558","0.253924697637558","0.253924697637558","6426","6426","6426"
"3479","0.15283671021461487","0.15283671021461487","0.15283671021461487","6443","6443","6443"
"3489","0.08955283463001251","0.08955283463001251","0.08955283463001251","6461","6461","6461"
"3499","0.11526041477918625","0.11526041477918625","0.11526041477918625","6478","6478","6478"
"3509","0.16794368624687195","0.16794368624687195","0.16794368624687195","6498","6498","6498"
"3519","0.12199457734823227","0.12199457734823227","0.12199457734823227","6516","6516","6516"
"3529","0.21531537175178528","0.21531537175178528","0.21531537175178528","6534","6534","6534"
"3539","0.1026519387960434","0.1026519387960434","0.1026519387960434","6551","6551","6551"
"3549","0.11140186339616776","0.11140186339616776","0.11140186339616776","6568","6568","6568"
"3559","0.12281494587659836","0.12281494587659836","0.12281494587659836","6593","6593","6593"
"3569","0.1404142826795578","0.1404142826795578","0.1404142826795578","6611","6611","6611"
"3579","0.1258845031261444","0.1258845031261444","0.1258845031261444","6628","6628","6628"
"3589","0.08411061763763428","0.08411061763763428","0.08411061763763428","6645","6645","6645"
"3599","0.11078589409589767","0.11078589409589767","0.11078589409589767","6662","6662","6662"
"3609","0.1360226422548294","0.1360226422548294","0.1360226422548294","6688","6688","6688"
"3619","0.13672173023223877","0.13672173023223877","0.13672173023223877","6705","6705","6705"
"3629","0.09497658163309097","0.09497658163309097","0.09497658163309097","6722","6722","6722"
"3639","0.12894605100154877","0.12894605100154877","0.12894605100154877","6735","6735","6735"
"3649","0.13196274638175964","0.13196274638175964","0.13196274638175964","6753","6753","6753"
"3659","0.1650635153055191","0.1650635153055191","0.1650635153055191","6778","6778","6778"
"3669","0.10846013575792313","0.10846013575792313","0.10846013575792313","6795","6795","6795"
"3679","0.12957023084163666","0.12957023084163666","0.12957023084163666","6813","6813","6813"
"3689","0.09659569710493088","0.09659569710493088","0.09659569710493088","6830","6830","6830"
"3699","0.15380845963954926","0.15380845963954926","0.15380845963954926","6847","6847","6847"
"3709","0.08917365968227386","0.08917365968227386","0.08917365968227386","6872","6872","6872"
"3719","0.10555728524923325","0.10555728524923325","0.10555728524923325","6890","6890","6890"
"3729","0.11192973703145981","0.11192973703145981","0.11192973703145981","6907","6907","6907"
"3739","0.15485067665576935","0.15485067665576935","0.15485067665576935","6924","6924","6924"
"3749","0.1493792086839676","0.1493792086839676","0.1493792086839676","6941","6941","6941"
"3759","0.10215902328491211","0.10215902328491211","0.10215902328491211","6967","6967","6967"
"3769","0.15938523411750793","0.15938523411750793","0.15938523411750793","6979","6979","6979"
"3779","0.16121183335781097","0.16121183335781097","0.16121183335781097","6997","6997","6997"
"3789","0.10719190537929535","0.10719190537929535","0.10719190537929535","7014","7014","7014"
"3799","0.12958188354969025","0.12958188354969025","0.12958188354969025","7032","7032","7032"
"3809","0.11986652761697769","0.11986652761697769","0.11986652761697769","7057","7057","7057"
"3819","0.1052442267537117","0.1052442267537117","0.1052442267537117","7074","7074","7074"
"3829","0.09624455124139786","0.09624455124139786","0.09624455124139786","7091","7091","7091"
"3839","0.14593130350112915","0.14593130350112915","0.14593130350112915","7109","7109","7109"
"3849","0.10205231606960297","0.10205231606960297","0.10205231606960297","7126","7126","7126"
"3859","0.1259738951921463","0.1259738951921463","0.1259738951921463","7151","7151","7151"
"3869","0.17184706032276154","0.17184706032276154","0.17184706032276154","7168","7168","7168"
"3879","0.10400858521461487","0.10400858521461487","0.10400858521461487","7186","7186","7186"
"3889","0.1091260313987732","0.1091260313987732","0.1091260313987732","7203","7203","7203"
"3899","0.1155703067779541","0.1155703067779541","0.1155703067779541","7215","7215","7215"
"3909","0.2821073532104492","0.2821073532104492","0.2821073532104492","7241","7241","7241"
"3919","0.20129762589931488","0.20129762589931488","0.20129762589931488","7259","7259","7259"
"3929","0.12295578420162201","0.12295578420162201","0.12295578420162201","7276","7276","7276"
"3939","0.09829085320234299","0.09829085320234299","0.09829085320234299","7293","7293","7293"
"3949","0.12433426827192307","0.12433426827192307","0.12433426827192307","7310","7310","7310"
"3959","0.12138667702674866","0.12138667702674866","0.12138667702674866","7336","7336","7336"
"3969","0.10703399032354355","0.10703399032354355","0.10703399032354355","7353","7353","7353"
"3979","0.11730531603097916","0.11730531603097916","0.11730531603097916","7370","7370","7370"
"3989","0.14036785066127777","0.14036785066127777","0.14036785066127777","7387","7387","7387"
"3999","0.1303308755159378","0.1303308755159378","0.1303308755159378","7405","7405","7405"
"4009","0.13631793856620789","0.13631793856620789","0.13631793856620789","7430","7430","7430"
"4019","0.10156897455453873","0.10156897455453873","0.10156897455453873","7447","7447","7447"
"4029","0.116630420088768","0.116630420088768","0.116630420088768","7460","7460","7460"
"4039","0.11191277951002121","0.11191277951002121","0.11191277951002121","7478","7478","7478"
"4049","0.13368675112724304","0.13368675112724304","0.13368675112724304","7495","7495","7495"
"4059","0.11983601003885269","0.11983601003885269","0.11983601003885269","7520","7520","7520"
"4069","0.1242419108748436","0.1242419108748436","0.1242419108748436","7538","7538","7538"
"4079","0.09697531163692474","0.09697531163692474","0.09697531163692474","7555","7555","7555"
"4089","0.11879248172044754","0.11879248172044754","0.11879248172044754","7572","7572","7572"
"4099","0.11422157287597656","0.11422157287597656","0.11422157287597656","7589","7589","7589"
"4109","0.1041586771607399","0.1041586771607399","0.1041586771607399","7615","7615","7615"
"4119","0.1823505014181137","0.1823505014181137","0.1823505014181137","7632","7632","7632"
"4129","0.13247008621692657","0.13247008621692657","0.13247008621692657","7649","7649","7649"
"4139","0.12362176924943924","0.12362176924943924","0.12362176924943924","7666","7666","7666"
"4149","0.08979392051696777","0.08979392051696777","0.08979392051696777","7684","7684","7684"
"4159","0.1340937316417694","0.1340937316417694","0.1340937316417694","7704","7704","7704"
"4169","0.20314963161945343","0.20314963161945343","0.20314963161945343","7722","7722","7722"
"4179","0.12535223364830017","0.12535223364830017","0.12535223364830017","7739","7739","7739"
"4189","0.09852901846170425","0.09852901846170425","0.09852901846170425","7757","7757","7757"
"4199","0.12217646092176437","0.12217646092176437","0.12217646092176437","7774","7774","7774"
"4209","0.08648055046796799","0.08648055046796799","0.08648055046796799","7799","7799","7799"
"4219","0.1398097425699234","0.1398097425699234","0.1398097425699234","7816","7816","7816"
"4229","0.13075216114521027","0.13075216114521027","0.13075216114521027","7834","7834","7834"
"4239","0.1032743826508522","0.1032743826508522","0.1032743826508522","7851","7851","7851"
"4249","0.1377771645784378","0.1377771645784378","0.1377771645784378","7868","7868","7868"
"4259","0.1259988695383072","0.1259988695383072","0.1259988695383072","7889","7889","7889"
"4269","0.11826062202453613","0.11826062202453613","0.11826062202453613","7907","7907","7907"
"4279","0.10309956967830658","0.10309956967830658","0.10309956967830658","7924","7924","7924"
"4289","0.133724644780159","0.133724644780159","0.133724644780159","7936","7936","7936"
"4299","0.21249306201934814","0.21249306201934814","0.21249306201934814","7954","7954","7954"
"4309","0.13649176061153412","0.13649176061153412","0.13649176061153412","7980","7980","7980"
"4319","0.11718720942735672","0.11718720942735672","0.11718720942735672","7997","7997","7997"
"4329","0.11809495091438293","0.11809495091438293","0.11809495091438293","8014","8014","8014"
"4339","0.10545293241739273","0.10545293241739273","0.10545293241739273","8031","8031","8031"
"4349","0.13907378911972046","0.13907378911972046","0.13907378911972046","8049","8049","8049"
"4359","0.12006555497646332","0.12006555497646332","0.12006555497646332","8074","8074","8074"
"4369","0.09658355265855789","0.09658355265855789","0.09658355265855789","8091","8091","8091"
"4379","0.1061694398522377","0.1061694398522377","0.1061694398522377","8108","8108","8108"
"4389","0.1804543435573578","0.1804543435573578","0.1804543435573578","8126","8126","8126"
"4399","0.15370257198810577","0.15370257198810577","0.15370257198810577","8143","8143","8143"
"4409","0.10631447285413742","0.10631447285413742","0.10631447285413742","8168","8168","8168"
"4419","0.14101974666118622","0.14101974666118622","0.14101974666118622","8181","8181","8181"
"4429","0.13337644934654236","0.13337644934654236","0.13337644934654236","8199","8199","8199"
"4439","0.11781387776136398","0.11781387776136398","0.11781387776136398","8216","8216","8216"
"4449","0.11078181862831116","0.11078181862831116","0.11078181862831116","8233","8233","8233"
"4459","0.09303034842014313","0.09303034842014313","0.09303034842014313","8259","8259","8259"
"4469","0.10368300974369049","0.10368300974369049","0.10368300974369049","8276","8276","8276"
"4479","0.12545771896839142","0.12545771896839142","0.12545771896839142","8293","8293","8293"
"4489","0.1189187616109848","0.1189187616109848","0.1189187616109848","8310","8310","8310"
"4499","0.09845259040594101","0.09845259040594101","0.09845259040594101","8328","8328","8328"
"4509","0.14040756225585938","0.14040756225585938","0.14040756225585938","8353","8353","8353"
"4519","0.15630371868610382","0.15630371868610382","0.15630371868610382","8370","8370","8370"
"4529","0.10067016631364822","0.10067016631364822","0.10067016631364822","8387","8387","8387"
"4539","0.10719362646341324","0.10719362646341324","0.10719362646341324","8405","8405","8405"
"4549","0.1593656688928604","0.1593656688928604","0.1593656688928604","8417","8417","8417"
"4559","0.21558481454849243","0.21558481454849243","0.21558481454849243","8443","8443","8443"
"4569","0.24570226669311523","0.24570226669311523","0.24570226669311523","8460","8460","8460"
"4579","0.12152283638715744","0.12152283638715744","0.12152283638715744","8478","8478","8478"
"4589","0.11186189204454422","0.11186189204454422","0.11186189204454422","8495","8495","8495"
"4599","0.12084553390741348","0.12084553390741348","0.12084553390741348","8512","8512","8512"
"4609","0.12774160504341125","0.12774160504341125","0.12774160504341125","8537","8537","8537"
"4619","0.1700400412082672","0.1700400412082672","0.1700400412082672","8555","8555","8555"
"4629","0.12573392689228058","0.12573392689228058","0.12573392689228058","8572","8572","8572"
"4639","0.09234816581010818","0.09234816581010818","0.09234816581010818","8589","8589","8589"
"4649","0.18081040680408478","0.18081040680408478","0.18081040680408478","8606","8606","8606"
"4659","0.12470001727342606","0.12470001727342606","0.12470001727342606","8632","8632","8632"
"4669","0.09490738809108734","0.09490738809108734","0.09490738809108734","8649","8649","8649"
"4679","0.1429135799407959","0.1429135799407959","0.1429135799407959","8661","8661","8661"
"4689","0.16436614096164703","0.16436614096164703","0.16436614096164703","8679","8679","8679"
"4699","0.13745909929275513","0.13745909929275513","0.13745909929275513","8697","8697","8697"
"4709","0.16295626759529114","0.16295626759529114","0.16295626759529114","8722","8722","8722"
"4719","0.10910273343324661","0.10910273343324661","0.10910273343324661","8739","8739","8739"
"4729","0.1330491155385971","0.1330491155385971","0.1330491155385971","8756","8756","8756"
"4739","0.11817660927772522","0.11817660927772522","0.11817660927772522","8774","8774","8774"
"4749","0.09987195581197739","0.09987195581197739","0.09987195581197739","8791","8791","8791"
"4759","0.1344008445739746","0.1344008445739746","0.1344008445739746","8816","8816","8816"
"4769","0.22144858539104462","0.22144858539104462","0.22144858539104462","8833","8833","8833"
"4779","0.15118363499641418","0.15118363499641418","0.15118363499641418","8851","8851","8851"
"4789","0.14810101687908173","0.14810101687908173","0.14810101687908173","8868","8868","8868"
"4799","0.09231748431921005","0.09231748431921005","0.09231748431921005","8885","8885","8885"
"4809","0.16477781534194946","0.16477781534194946","0.16477781534194946","8906","8906","8906"
"4819","0.1053185984492302","0.1053185984492302","0.1053185984492302","8924","8924","8924"
"4829","0.20002654194831848","0.20002654194831848","0.20002654194831848","8941","8941","8941"
"4839","0.11280392110347748","0.11280392110347748","0.11280392110347748","8958","8958","8958"
"4849","0.10514161735773087","0.10514161735773087","0.10514161735773087","8976","8976","8976"
"4859","0.08524152636528015","0.08524152636528015","0.08524152636528015","9001","9001","9001"
"4869","0.11019382625818253","0.11019382625818253","0.11019382625818253","9018","9018","9018"
"4879","0.1300797015428543","0.1300797015428543","0.1300797015428543","9035","9035","9035"
"4889","0.09087339043617249","0.09087339043617249","0.09087339043617249","9053","9053","9053"
"4899","0.09967130422592163","0.09967130422592163","0.09967130422592163","9070","9070","9070"
"4909","0.13956351578235626","0.13956351578235626","0.13956351578235626","9091","9091","9091"
"4919","0.12508437037467957","0.12508437037467957","0.12508437037467957","9108","9108","9108"
"4929","0.10148539394140244","0.10148539394140244","0.10148539394140244","9126","9126","9126"
"4939","0.11195969581604004","0.11195969581604004","0.11195969581604004","9138","9138","9138"
"4949","0.16734011471271515","0.16734011471271515","0.16734011471271515","9156","9156","9156"
"4959","0.09660764038562775","0.09660764038562775","0.09660764038562775","9181","9181","9181"
"4969","0.10895693302154541","0.10895693302154541","0.10895693302154541","9199","9199","9199"
"4979","0.10757787525653839","0.10757787525653839","0.10757787525653839","9216","9216","9216"
"4989","0.13400615751743317","0.13400615751743317","0.13400615751743317","9233","9233","9233"
"4999","0.11920159310102463","0.11920159310102463","0.11920159310102463","9250","9250","9250"
