"trainer/global_step","sam_distill_scannet - loss/feature_magnitude_step","sam_distill_scannet - loss/feature_magnitude_step__MIN","sam_distill_scannet - loss/feature_magnitude_step__MAX","sam_distill_scannet - _step","sam_distill_scannet - _step__MIN","sam_distill_scannet - _step__MAX"
"1099","0.11646644026041031","0.11646644026041031","0.11646644026041031","2032","2032","2032"
"1109","0.14103801548480988","0.14103801548480988","0.14103801548480988","2058","2058","2058"
"1119","0.12602342665195465","0.12602342665195465","0.12602342665195465","2075","2075","2075"
"1129","0.12510186433792114","0.12510186433792114","0.12510186433792114","2092","2092","2092"
"1139","0.13763152062892914","0.13763152062892914","0.13763152062892914","2109","2109","2109"
"1149","0.19085349142551422","0.19085349142551422","0.19085349142551422","2127","2127","2127"
"1159","0.12617942690849304","0.12617942690849304","0.12617942690849304","2152","2152","2152"
"1169","0.1743849664926529","0.1743849664926529","0.1743849664926529","2164","2164","2164"
"1179","0.12991543114185333","0.12991543114185333","0.12991543114185333","2182","2182","2182"
"1189","0.15451550483703613","0.15451550483703613","0.15451550483703613","2200","2200","2200"
"1199","0.12379761785268784","0.12379761785268784","0.12379761785268784","2217","2217","2217"
"1209","0.124061718583107","0.124061718583107","0.124061718583107","2242","2242","2242"
"1219","0.12758773565292358","0.12758773565292358","0.12758773565292358","2259","2259","2259"
"1229","0.13362754881381989","0.13362754881381989","0.13362754881381989","2277","2277","2277"
"1239","0.12773586809635162","0.12773586809635162","0.12773586809635162","2294","2294","2294"
"1249","0.13705988228321075","0.13705988228321075","0.13705988228321075","2311","2311","2311"
"1259","0.16509246826171875","0.16509246826171875","0.16509246826171875","2336","2336","2336"
"1269","0.17264629900455475","0.17264629900455475","0.17264629900455475","2354","2354","2354"
"1279","0.16001445055007935","0.16001445055007935","0.16001445055007935","2371","2371","2371"
"1289","0.11200398951768875","0.11200398951768875","0.11200398951768875","2388","2388","2388"
"1299","0.1445637345314026","0.1445637345314026","0.1445637345314026","2401","2401","2401"
"1309","0.2213452160358429","0.2213452160358429","0.2213452160358429","2427","2427","2427"
"1319","0.12773238122463226","0.12773238122463226","0.12773238122463226","2444","2444","2444"
"1329","0.16147802770137787","0.16147802770137787","0.16147802770137787","2461","2461","2461"
"1339","0.14258046448230743","0.14258046448230743","0.14258046448230743","2479","2479","2479"
"1349","0.14533157646656036","0.14533157646656036","0.14533157646656036","2496","2496","2496"
"1359","0.14523091912269592","0.14523091912269592","0.14523091912269592","2521","2521","2521"
"1369","0.24785549938678741","0.24785549938678741","0.24785549938678741","2538","2538","2538"
"1379","0.12531806528568268","0.12531806528568268","0.12531806528568268","2556","2556","2556"
"1389","0.13649705052375793","0.13649705052375793","0.13649705052375793","2573","2573","2573"
"1399","0.22718636691570282","0.22718636691570282","0.22718636691570282","2590","2590","2590"
"1409","0.14078183472156525","0.14078183472156525","0.14078183472156525","2615","2615","2615"
"1419","0.11035136133432388","0.11035136133432388","0.11035136133432388","2633","2633","2633"
"1429","0.1252129077911377","0.1252129077911377","0.1252129077911377","2645","2645","2645"
"1439","0.13477811217308044","0.13477811217308044","0.13477811217308044","2663","2663","2663"
"1449","0.14567434787750244","0.14567434787750244","0.14567434787750244","2680","2680","2680"
"1459","0.1459272801876068","0.1459272801876068","0.1459272801876068","2706","2706","2706"
"1469","0.14113299548625946","0.14113299548625946","0.14113299548625946","2723","2723","2723"
"1479","0.12572325766086578","0.12572325766086578","0.12572325766086578","2740","2740","2740"
"1489","0.11586061120033264","0.11586061120033264","0.11586061120033264","2757","2757","2757"
"1499","0.16284672915935516","0.16284672915935516","0.16284672915935516","2775","2775","2775"
"1509","0.14814427495002747","0.14814427495002747","0.14814427495002747","2800","2800","2800"
"1519","0.14105501770973206","0.14105501770973206","0.14105501770973206","2817","2817","2817"
"1529","0.2666063606739044","0.2666063606739044","0.2666063606739044","2834","2834","2834"
"1539","0.1499001830816269","0.1499001830816269","0.1499001830816269","2852","2852","2852"
"1549","0.11437267810106277","0.11437267810106277","0.11437267810106277","2869","2869","2869"
"1559","0.17840303480625153","0.17840303480625153","0.17840303480625153","2889","2889","2889"
"1569","0.1511736959218979","0.1511736959218979","0.1511736959218979","2907","2907","2907"
"1579","0.11519196629524231","0.11519196629524231","0.11519196629524231","2925","2925","2925"
"1589","0.13359028100967407","0.13359028100967407","0.13359028100967407","2942","2942","2942"
"1599","0.13967104256153107","0.13967104256153107","0.13967104256153107","2959","2959","2959"
"1609","0.10384559631347656","0.10384559631347656","0.10384559631347656","2984","2984","2984"
"1619","0.11807158589363098","0.11807158589363098","0.11807158589363098","3002","3002","3002"
"1629","0.1209995225071907","0.1209995225071907","0.1209995225071907","3019","3019","3019"
"1639","0.11845944076776505","0.11845944076776505","0.11845944076776505","3036","3036","3036"
"1649","0.23436351120471954","0.23436351120471954","0.23436351120471954","3053","3053","3053"
"1659","0.18168456852436066","0.18168456852436066","0.18168456852436066","3079","3079","3079"
"1669","0.12768353521823883","0.12768353521823883","0.12768353521823883","3096","3096","3096"
"1679","0.10961543023586273","0.10961543023586273","0.10961543023586273","3113","3113","3113"
"1689","0.12543298304080963","0.12543298304080963","0.12543298304080963","3126","3126","3126"
"1699","0.18516278266906738","0.18516278266906738","0.18516278266906738","3144","3144","3144"
"1709","0.16052581369876862","0.16052581369876862","0.16052581369876862","3169","3169","3169"
"1719","0.11437670141458511","0.11437670141458511","0.11437670141458511","3186","3186","3186"
"1729","0.13186967372894287","0.13186967372894287","0.13186967372894287","3204","3204","3204"
"1739","0.08769920468330383","0.08769920468330383","0.08769920468330383","3221","3221","3221"
"1749","0.13709309697151184","0.13709309697151184","0.13709309697151184","3238","3238","3238"
"1759","0.13523264229297638","0.13523264229297638","0.13523264229297638","3263","3263","3263"
"1769","0.11115169525146484","0.11115169525146484","0.11115169525146484","3281","3281","3281"
"1779","0.11809179931879044","0.11809179931879044","0.11809179931879044","3298","3298","3298"
"1789","0.32465726137161255","0.32465726137161255","0.32465726137161255","3315","3315","3315"
"1799","0.13035301864147186","0.13035301864147186","0.13035301864147186","3332","3332","3332"
"1809","0.11478251963853836","0.11478251963853836","0.11478251963853836","3358","3358","3358"
"1819","0.1306939423084259","0.1306939423084259","0.1306939423084259","3370","3370","3370"
"1829","0.11656127125024796","0.11656127125024796","0.11656127125024796","3388","3388","3388"
"1839","0.18056213855743408","0.18056213855743408","0.18056213855743408","3405","3405","3405"
"1849","0.1250629723072052","0.1250629723072052","0.1250629723072052","3423","3423","3423"
"1859","0.13509054481983185","0.13509054481983185","0.13509054481983185","3448","3448","3448"
"1869","0.10016439110040665","0.10016439110040665","0.10016439110040665","3465","3465","3465"
"1879","0.1556839495897293","0.1556839495897293","0.1556839495897293","3482","3482","3482"
"1889","0.2857723534107208","0.2857723534107208","0.2857723534107208","3500","3500","3500"
"1899","0.1188310757279396","0.1188310757279396","0.1188310757279396","3517","3517","3517"
"1909","0.11423221975564957","0.11423221975564957","0.11423221975564957","3542","3542","3542"
"1919","0.1698365956544876","0.1698365956544876","0.1698365956544876","3559","3559","3559"
"1929","0.10857941210269928","0.10857941210269928","0.10857941210269928","3577","3577","3577"
"1939","0.10999810695648193","0.10999810695648193","0.10999810695648193","3594","3594","3594"
"1949","0.16317200660705566","0.16317200660705566","0.16317200660705566","3606","3606","3606"
"1959","0.1613045334815979","0.1613045334815979","0.1613045334815979","3632","3632","3632"
"1969","0.1322360783815384","0.1322360783815384","0.1322360783815384","3650","3650","3650"
"1979","0.1116199791431427","0.1116199791431427","0.1116199791431427","3667","3667","3667"
"1989","0.1329648494720459","0.1329648494720459","0.1329648494720459","3684","3684","3684"
"1999","0.0940510556101799","0.0940510556101799","0.0940510556101799","3701","3701","3701"
"2009","0.1295858919620514","0.1295858919620514","0.1295858919620514","3727","3727","3727"
"2019","0.11311713606119156","0.11311713606119156","0.11311713606119156","3744","3744","3744"
"2029","0.09743008762598038","0.09743008762598038","0.09743008762598038","3761","3761","3761"
"2039","0.10453162342309952","0.10453162342309952","0.10453162342309952","3778","3778","3778"
"2049","0.14906418323516846","0.14906418323516846","0.14906418323516846","3796","3796","3796"
"2059","0.13585367798805237","0.13585367798805237","0.13585367798805237","3821","3821","3821"
"2069","0.11258862167596817","0.11258862167596817","0.11258862167596817","3838","3838","3838"
"2079","0.13093435764312744","0.13093435764312744","0.13093435764312744","3851","3851","3851"
"2089","0.13912490010261536","0.13912490010261536","0.13912490010261536","3869","3869","3869"
"2099","0.12207499891519547","0.12207499891519547","0.12207499891519547","3886","3886","3886"
"2109","0.13191109895706177","0.13191109895706177","0.13191109895706177","3911","3911","3911"
"2119","0.13495297729969025","0.13495297729969025","0.13495297729969025","3929","3929","3929"
"2129","0.13740122318267822","0.13740122318267822","0.13740122318267822","3946","3946","3946"
"2139","0.1099354550242424","0.1099354550242424","0.1099354550242424","3963","3963","3963"
"2149","0.10277223587036133","0.10277223587036133","0.10277223587036133","3980","3980","3980"
"2159","0.11480596661567688","0.11480596661567688","0.11480596661567688","4006","4006","4006"
"2169","0.22047534584999084","0.22047534584999084","0.22047534584999084","4023","4023","4023"
"2179","0.19324219226837158","0.19324219226837158","0.19324219226837158","4040","4040","4040"
"2189","0.1493135243654251","0.1493135243654251","0.1493135243654251","4057","4057","4057"
"2199","0.1118311658501625","0.1118311658501625","0.1118311658501625","4075","4075","4075"
"2209","0.18237744271755219","0.18237744271755219","0.18237744271755219","4095","4095","4095"
"2219","0.16979943215847015","0.16979943215847015","0.16979943215847015","4113","4113","4113"
"2229","0.1406586915254593","0.1406586915254593","0.1406586915254593","4130","4130","4130"
"2239","0.10968108475208282","0.10968108475208282","0.10968108475208282","4148","4148","4148"
"2249","0.12636558711528778","0.12636558711528778","0.12636558711528778","4165","4165","4165"
"2259","0.09468533098697662","0.09468533098697662","0.09468533098697662","4190","4190","4190"
"2269","0.11094607412815094","0.11094607412815094","0.11094607412815094","4207","4207","4207"
"2279","0.15832605957984924","0.15832605957984924","0.15832605957984924","4225","4225","4225"
"2289","0.13534946739673615","0.13534946739673615","0.13534946739673615","4242","4242","4242"
"2299","0.1744338721036911","0.1744338721036911","0.1744338721036911","4259","4259","4259"
"2309","0.12175408005714417","0.12175408005714417","0.12175408005714417","4280","4280","4280"
"2319","0.1214255765080452","0.1214255765080452","0.1214255765080452","4298","4298","4298"
"2329","0.10748478025197983","0.10748478025197983","0.10748478025197983","4315","4315","4315"
"2339","0.20152810215950012","0.20152810215950012","0.20152810215950012","4327","4327","4327"
"2349","0.26088011264801025","0.26088011264801025","0.26088011264801025","4345","4345","4345"
"2359","0.27069321274757385","0.27069321274757385","0.27069321274757385","4371","4371","4371"
"2369","0.11879123747348785","0.11879123747348785","0.11879123747348785","4388","4388","4388"
"2379","0.11651749163866043","0.11651749163866043","0.11651749163866043","4405","4405","4405"
"2389","0.15990549325942993","0.15990549325942993","0.15990549325942993","4422","4422","4422"
"2399","0.1398571878671646","0.1398571878671646","0.1398571878671646","4440","4440","4440"
"2409","0.2586529552936554","0.2586529552936554","0.2586529552936554","4465","4465","4465"
"2419","0.1095464900135994","0.1095464900135994","0.1095464900135994","4482","4482","4482"
"2429","0.2235068827867508","0.2235068827867508","0.2235068827867508","4499","4499","4499"
"2439","0.1584763377904892","0.1584763377904892","0.1584763377904892","4517","4517","4517"
"2449","0.11445077508687973","0.11445077508687973","0.11445077508687973","4534","4534","4534"
"2459","0.08821230381727219","0.08821230381727219","0.08821230381727219","4559","4559","4559"
"2469","0.128742516040802","0.128742516040802","0.128742516040802","4572","4572","4572"
"2479","0.2258349061012268","0.2258349061012268","0.2258349061012268","4590","4590","4590"
"2489","0.11383076757192612","0.11383076757192612","0.11383076757192612","4607","4607","4607"
"2499","0.14537298679351807","0.14537298679351807","0.14537298679351807","4624","4624","4624"
"2509","0.12555022537708282","0.12555022537708282","0.12555022537708282","4650","4650","4650"
"2519","0.10265428572893143","0.10265428572893143","0.10265428572893143","4667","4667","4667"
"2529","0.12275312095880508","0.12275312095880508","0.12275312095880508","4684","4684","4684"
"2539","0.16908764839172363","0.16908764839172363","0.16908764839172363","4701","4701","4701"
"2549","0.09326294809579849","0.09326294809579849","0.09326294809579849","4719","4719","4719"
"2559","0.1852058321237564","0.1852058321237564","0.1852058321237564","4744","4744","4744"
"2569","0.22560283541679382","0.22560283541679382","0.22560283541679382","4761","4761","4761"
"2579","0.16498105227947235","0.16498105227947235","0.16498105227947235","4778","4778","4778"
"2589","0.10714853554964066","0.10714853554964066","0.10714853554964066","4796","4796","4796"
"2599","0.16620971262454987","0.16620971262454987","0.16620971262454987","4808","4808","4808"
"2609","0.14243674278259277","0.14243674278259277","0.14243674278259277","4834","4834","4834"
"2619","0.13804540038108826","0.13804540038108826","0.13804540038108826","4851","4851","4851"
"2629","0.11874455958604813","0.11874455958604813","0.11874455958604813","4869","4869","4869"
"2639","0.14558145403862","0.14558145403862","0.14558145403862","4886","4886","4886"
"2649","0.09866106510162354","0.09866106510162354","0.09866106510162354","4903","4903","4903"
"2659","0.10790795832872391","0.10790795832872391","0.10790795832872391","4928","4928","4928"
"2669","0.11520903557538986","0.11520903557538986","0.11520903557538986","4946","4946","4946"
"2679","0.11841937154531479","0.11841937154531479","0.11841937154531479","4963","4963","4963"
"2689","0.09122630208730698","0.09122630208730698","0.09122630208730698","4980","4980","4980"
"2699","0.24913141131401062","0.24913141131401062","0.24913141131401062","4997","4997","4997"
"2709","0.1236538216471672","0.1236538216471672","0.1236538216471672","5023","5023","5023"
"2719","0.11066577583551407","0.11066577583551407","0.11066577583551407","5040","5040","5040"
"2729","0.13230742514133453","0.13230742514133453","0.13230742514133453","5052","5052","5052"
"2739","0.12844331562519073","0.12844331562519073","0.12844331562519073","5070","5070","5070"
"2749","0.13375502824783325","0.13375502824783325","0.13375502824783325","5088","5088","5088"
"2759","0.18904200196266174","0.18904200196266174","0.18904200196266174","5113","5113","5113"
"2769","0.12623342871665955","0.12623342871665955","0.12623342871665955","5130","5130","5130"
"2779","0.10829523950815201","0.10829523950815201","0.10829523950815201","5147","5147","5147"
"2789","0.15442945063114166","0.15442945063114166","0.15442945063114166","5165","5165","5165"
"2799","0.12713368237018585","0.12713368237018585","0.12713368237018585","5182","5182","5182"
"2809","0.0891592800617218","0.0891592800617218","0.0891592800617218","5207","5207","5207"
"2819","0.18716154992580414","0.18716154992580414","0.18716154992580414","5224","5224","5224"
"2829","0.25146016478538513","0.25146016478538513","0.25146016478538513","5242","5242","5242"
"2839","0.14279532432556152","0.14279532432556152","0.14279532432556152","5259","5259","5259"
"2849","0.11374669522047043","0.11374669522047043","0.11374669522047043","5276","5276","5276"
"2859","0.11263738572597504","0.11263738572597504","0.11263738572597504","5297","5297","5297"
"2869","0.14228995144367218","0.14228995144367218","0.14228995144367218","5315","5315","5315"
"2879","0.12103792279958725","0.12103792279958725","0.12103792279958725","5332","5332","5332"
"2889","0.12793517112731934","0.12793517112731934","0.12793517112731934","5349","5349","5349"
"2899","0.10946260392665863","0.10946260392665863","0.10946260392665863","5367","5367","5367"
"2909","0.09665679186582565","0.09665679186582565","0.09665679186582565","5392","5392","5392"
"2919","0.13365884125232697","0.13365884125232697","0.13365884125232697","5409","5409","5409"
"2929","0.1178615614771843","0.1178615614771843","0.1178615614771843","5426","5426","5426"
"2939","0.10389665514230728","0.10389665514230728","0.10389665514230728","5444","5444","5444"
"2949","0.10074605792760849","0.10074605792760849","0.10074605792760849","5461","5461","5461"
"2959","0.21405871212482452","0.21405871212482452","0.21405871212482452","5482","5482","5482"
"2969","0.1515025645494461","0.1515025645494461","0.1515025645494461","5499","5499","5499"
"2979","0.10286550968885422","0.10286550968885422","0.10286550968885422","5517","5517","5517"
"2989","0.15038244426250458","0.15038244426250458","0.15038244426250458","5529","5529","5529"
"2999","0.1268797218799591","0.1268797218799591","0.1268797218799591","5547","5547","5547"
"3009","0.1689273715019226","0.1689273715019226","0.1689273715019226","5572","5572","5572"
"3019","0.13359202444553375","0.13359202444553375","0.13359202444553375","5590","5590","5590"
"3029","0.11803458631038666","0.11803458631038666","0.11803458631038666","5607","5607","5607"
"3039","0.11144856363534927","0.11144856363534927","0.11144856363534927","5624","5624","5624"
"3049","0.12584824860095978","0.12584824860095978","0.12584824860095978","5641","5641","5641"
"3059","0.11625014245510101","0.11625014245510101","0.11625014245510101","5667","5667","5667"
"3069","0.1091708391904831","0.1091708391904831","0.1091708391904831","5684","5684","5684"
"3079","0.18549393117427826","0.18549393117427826","0.18549393117427826","5701","5701","5701"
"3089","0.13783420622348785","0.13783420622348785","0.13783420622348785","5718","5718","5718"
"3099","0.13018494844436646","0.13018494844436646","0.13018494844436646","5736","5736","5736"
"3109","0.12777431309223175","0.12777431309223175","0.12777431309223175","5761","5761","5761"
"3119","0.11378034204244614","0.11378034204244614","0.11378034204244614","5773","5773","5773"
"3129","0.13346698880195618","0.13346698880195618","0.13346698880195618","5791","5791","5791"
"3139","0.11635259538888931","0.11635259538888931","0.11635259538888931","5809","5809","5809"
"3149","0.11628346890211105","0.11628346890211105","0.11628346890211105","5826","5826","5826"
"3159","0.10394729673862457","0.10394729673862457","0.10394729673862457","5851","5851","5851"
"3169","0.0966205894947052","0.0966205894947052","0.0966205894947052","5868","5868","5868"
"3179","0.15918941795825958","0.15918941795825958","0.15918941795825958","5886","5886","5886"
"3189","0.09641820937395096","0.09641820937395096","0.09641820937395096","5903","5903","5903"
"3199","0.09638437628746033","0.09638437628746033","0.09638437628746033","5920","5920","5920"
"3209","0.29195722937583923","0.29195722937583923","0.29195722937583923","5945","5945","5945"
"3219","0.15603967010974884","0.15603967010974884","0.15603967010974884","5963","5963","5963"
"3229","0.25547733902931213","0.25547733902931213","0.25547733902931213","5980","5980","5980"
"3239","0.10223788022994995","0.10223788022994995","0.10223788022994995","5997","5997","5997"
"3249","0.2549419701099396","0.2549419701099396","0.2549419701099396","6010","6010","6010"
"3259","0.11220373213291168","0.11220373213291168","0.11220373213291168","6036","6036","6036"
"3269","0.14250829815864563","0.14250829815864563","0.14250829815864563","6053","6053","6053"
"3279","0.12353608757257462","0.12353608757257462","0.12353608757257462","6070","6070","6070"
"3289","0.125251904129982","0.125251904129982","0.125251904129982","6088","6088","6088"
"3299","0.11278573423624039","0.11278573423624039","0.11278573423624039","6105","6105","6105"
"3309","0.09440406411886215","0.09440406411886215","0.09440406411886215","6130","6130","6130"
"3319","0.11784882098436356","0.11784882098436356","0.11784882098436356","6147","6147","6147"
"3329","0.11261294037103653","0.11261294037103653","0.11261294037103653","6165","6165","6165"
"3339","0.10728050768375397","0.10728050768375397","0.10728050768375397","6182","6182","6182"
"3349","0.12299472838640213","0.12299472838640213","0.12299472838640213","6199","6199","6199"
"3359","0.11962898820638657","0.11962898820638657","0.11962898820638657","6224","6224","6224"
"3369","0.09857285767793655","0.09857285767793655","0.09857285767793655","6242","6242","6242"
"3379","0.12390159070491791","0.12390159070491791","0.12390159070491791","6254","6254","6254"
"3389","0.13192607462406158","0.13192607462406158","0.13192607462406158","6272","6272","6272"
"3399","0.1198398545384407","0.1198398545384407","0.1198398545384407","6289","6289","6289"
"3409","0.11632382869720459","0.11632382869720459","0.11632382869720459","6315","6315","6315"
