"trainer/global_step","c3g-sam-base - loss/mse_step","c3g-sam-base - loss/mse_step__MIN","c3g-sam-base - loss/mse_step__MAX","c3g-sam-base - _step","c3g-sam-base - _step__MIN","c3g-sam-base - _step__MAX"
"2359","0.36301901936531067","0.36301901936531067","0.36301901936531067","1327","1327","1327"
"2369","0.32055428624153137","0.32055428624153137","0.32055428624153137","1332","1332","1332"
"2379","0.21787495911121368","0.21787495911121368","0.21787495911121368","1337","1337","1337"
"2389","0.15822827816009521","0.15822827816009521","0.15822827816009521","1342","1342","1342"
"2399","0.3080351650714874","0.3080351650714874","0.3080351650714874","1347","1347","1347"
"2409","0.1075054183602333","0.1075054183602333","0.1075054183602333","1352","1352","1352"
"2419","0.139445498585701","0.139445498585701","0.139445498585701","1358","1358","1358"
"2429","0.3763903081417084","0.3763903081417084","0.3763903081417084","1363","1363","1363"
"2439","0.23916754126548767","0.23916754126548767","0.23916754126548767","1368","1368","1368"
"2449","0.2725120782852173","0.2725120782852173","0.2725120782852173","1373","1373","1373"
"2459","0.3704269230365753","0.3704269230365753","0.3704269230365753","1378","1378","1378"
"2469","0.24605536460876465","0.24605536460876465","0.24605536460876465","1383","1383","1383"
"2479","0.20279252529144287","0.20279252529144287","0.20279252529144287","1388","1388","1388"
"2489","0.09150712192058563","0.09150712192058563","0.09150712192058563","1393","1393","1393"
"2499","0.4432220160961151","0.4432220160961151","0.4432220160961151","1398","1398","1398"
"2509","0.32160601019859314","0.32160601019859314","0.32160601019859314","1436","1436","1436"
"2519","0.333981990814209","0.333981990814209","0.333981990814209","1441","1441","1441"
"2529","0.3463418185710907","0.3463418185710907","0.3463418185710907","1446","1446","1446"
"2539","0.3902527689933777","0.3902527689933777","0.3902527689933777","1451","1451","1451"
"2549","0.3533373773097992","0.3533373773097992","0.3533373773097992","1456","1456","1456"
"2559","0.27240967750549316","0.27240967750549316","0.27240967750549316","1461","1461","1461"
"2569","0.24907173216342926","0.24907173216342926","0.24907173216342926","1466","1466","1466"
"2579","0.26321521401405334","0.26321521401405334","0.26321521401405334","1471","1471","1471"
"2589","0.09891489893198013","0.09891489893198013","0.09891489893198013","1476","1476","1476"
"2599","0.31393274664878845","0.31393274664878845","0.31393274664878845","1481","1481","1481"
"2609","0.5964429974555969","0.5964429974555969","0.5964429974555969","1486","1486","1486"
"2619","0.17357712984085083","0.17357712984085083","0.17357712984085083","1491","1491","1491"
"2629","0.25856345891952515","0.25856345891952515","0.25856345891952515","1496","1496","1496"
"2639","0.2806190252304077","0.2806190252304077","0.2806190252304077","1501","1501","1501"
"2649","0.3202023208141327","0.3202023208141327","0.3202023208141327","1506","1506","1506"
"2659","0.19757653772830963","0.19757653772830963","0.19757653772830963","1511","1511","1511"
"2669","0.23006018996238708","0.23006018996238708","0.23006018996238708","1516","1516","1516"
"2679","0.2266407459974289","0.2266407459974289","0.2266407459974289","1521","1521","1521"
"2689","0.37153440713882446","0.37153440713882446","0.37153440713882446","1527","1527","1527"
"2699","0.1531125009059906","0.1531125009059906","0.1531125009059906","1532","1532","1532"
"2709","0.4094882607460022","0.4094882607460022","0.4094882607460022","1537","1537","1537"
"2719","0.2552542984485626","0.2552542984485626","0.2552542984485626","1542","1542","1542"
"2729","0.1987842470407486","0.1987842470407486","0.1987842470407486","1547","1547","1547"
"2739","0.4032061994075775","0.4032061994075775","0.4032061994075775","1552","1552","1552"
"2749","0.3300454318523407","0.3300454318523407","0.3300454318523407","1557","1557","1557"
"2759","0.2783474326133728","0.2783474326133728","0.2783474326133728","1562","1562","1562"
"2769","0.18312516808509827","0.18312516808509827","0.18312516808509827","1567","1567","1567"
"2779","0.23132793605327606","0.23132793605327606","0.23132793605327606","1572","1572","1572"
"2789","0.27495479583740234","0.27495479583740234","0.27495479583740234","1577","1577","1577"
"2799","0.2602073550224304","0.2602073550224304","0.2602073550224304","1582","1582","1582"
"2809","0.13825064897537231","0.13825064897537231","0.13825064897537231","1587","1587","1587"
"2819","0.19287900626659393","0.19287900626659393","0.19287900626659393","1592","1592","1592"
"2829","0.22784782946109772","0.22784782946109772","0.22784782946109772","1597","1597","1597"
"2839","0.23636563122272491","0.23636563122272491","0.23636563122272491","1602","1602","1602"
"2849","0.2912956178188324","0.2912956178188324","0.2912956178188324","1607","1607","1607"
"2859","0.31617751717567444","0.31617751717567444","0.31617751717567444","1612","1612","1612"
"2869","0.1521463543176651","0.1521463543176651","0.1521463543176651","1617","1617","1617"
"2879","0.25373727083206177","0.25373727083206177","0.25373727083206177","1622","1622","1622"
"2889","0.2766965329647064","0.2766965329647064","0.2766965329647064","1627","1627","1627"
"2899","0.31760722398757935","0.31760722398757935","0.31760722398757935","1632","1632","1632"
"2909","0.20937904715538025","0.20937904715538025","0.20937904715538025","1637","1637","1637"
"2919","0.18658499419689178","0.18658499419689178","0.18658499419689178","1642","1642","1642"
"2929","0.19308024644851685","0.19308024644851685","0.19308024644851685","1647","1647","1647"
"2939","0.2247699350118637","0.2247699350118637","0.2247699350118637","1652","1652","1652"
"2949","0.3037262558937073","0.3037262558937073","0.3037262558937073","1658","1658","1658"
"2959","0.297410249710083","0.297410249710083","0.297410249710083","1663","1663","1663"
"2969","0.12426090985536575","0.12426090985536575","0.12426090985536575","1668","1668","1668"
"2979","0.20826759934425354","0.20826759934425354","0.20826759934425354","1673","1673","1673"
"2989","0.30591678619384766","0.30591678619384766","0.30591678619384766","1678","1678","1678"
"2999","0.15674392879009247","0.15674392879009247","0.15674392879009247","1683","1683","1683"
"3009","0.16508987545967102","0.16508987545967102","0.16508987545967102","1721","1721","1721"
"3019","0.20993246138095856","0.20993246138095856","0.20993246138095856","1726","1726","1726"
"3029","0.22871379554271698","0.22871379554271698","0.22871379554271698","1731","1731","1731"
"3039","0.17726677656173706","0.17726677656173706","0.17726677656173706","1736","1736","1736"
"3049","0.19347761571407318","0.19347761571407318","0.19347761571407318","1741","1741","1741"
"3059","0.16412051022052765","0.16412051022052765","0.16412051022052765","1746","1746","1746"
"3069","0.43706977367401123","0.43706977367401123","0.43706977367401123","1751","1751","1751"
"3079","0.2736565172672272","0.2736565172672272","0.2736565172672272","1756","1756","1756"
"3089","0.15093863010406494","0.15093863010406494","0.15093863010406494","1761","1761","1761"
"3099","0.19738397002220154","0.19738397002220154","0.19738397002220154","1766","1766","1766"
"3109","0.2796943783760071","0.2796943783760071","0.2796943783760071","1771","1771","1771"
"3119","0.27573350071907043","0.27573350071907043","0.27573350071907043","1776","1776","1776"
"3129","0.4356214106082916","0.4356214106082916","0.4356214106082916","1781","1781","1781"
"3139","0.22359371185302734","0.22359371185302734","0.22359371185302734","1786","1786","1786"
"3149","0.28723955154418945","0.28723955154418945","0.28723955154418945","1791","1791","1791"
"3159","0.17862489819526672","0.17862489819526672","0.17862489819526672","1796","1796","1796"
"3169","0.3097062110900879","0.3097062110900879","0.3097062110900879","1801","1801","1801"
"3179","0.32441437244415283","0.32441437244415283","0.32441437244415283","1806","1806","1806"
"3189","0.062074534595012665","0.062074534595012665","0.062074534595012665","1811","1811","1811"
"3199","0.19696952402591705","0.19696952402591705","0.19696952402591705","1816","1816","1816"
"3209","0.271623432636261","0.271623432636261","0.271623432636261","1821","1821","1821"
"3219","0.19458284974098206","0.19458284974098206","0.19458284974098206","1827","1827","1827"
"3229","0.29937615990638733","0.29937615990638733","0.29937615990638733","1832","1832","1832"
"3239","0.32403409481048584","0.32403409481048584","0.32403409481048584","1837","1837","1837"
"3249","0.5948463678359985","0.5948463678359985","0.5948463678359985","1842","1842","1842"
"3259","0.14429987967014313","0.14429987967014313","0.14429987967014313","1847","1847","1847"
"3269","0.29758113622665405","0.29758113622665405","0.29758113622665405","1852","1852","1852"
"3279","0.396772176027298","0.396772176027298","0.396772176027298","1857","1857","1857"
"3289","0.12304031103849411","0.12304031103849411","0.12304031103849411","1862","1862","1862"
"3299","0.22782161831855774","0.22782161831855774","0.22782161831855774","1867","1867","1867"
"3309","0.38494324684143066","0.38494324684143066","0.38494324684143066","1872","1872","1872"
"3319","0.32738196849823","0.32738196849823","0.32738196849823","1877","1877","1877"
"3329","0.21951597929000854","0.21951597929000854","0.21951597929000854","1882","1882","1882"
"3339","0.22396329045295715","0.22396329045295715","0.22396329045295715","1887","1887","1887"
"3349","0.10012222826480865","0.10012222826480865","0.10012222826480865","1892","1892","1892"
"3359","0.33903104066848755","0.33903104066848755","0.33903104066848755","1897","1897","1897"
"3369","0.3885817229747772","0.3885817229747772","0.3885817229747772","1902","1902","1902"
"3379","0.2947343587875366","0.2947343587875366","0.2947343587875366","1907","1907","1907"
"3389","0.2398342341184616","0.2398342341184616","0.2398342341184616","1912","1912","1912"
"3399","0.15366914868354797","0.15366914868354797","0.15366914868354797","1917","1917","1917"
"3409","0.5792289972305298","0.5792289972305298","0.5792289972305298","1922","1922","1922"
"3419","0.3841800093650818","0.3841800093650818","0.3841800093650818","1927","1927","1927"
"3429","0.40849655866622925","0.40849655866622925","0.40849655866622925","1932","1932","1932"
"3439","0.2881256937980652","0.2881256937980652","0.2881256937980652","1937","1937","1937"
"3449","0.18395940959453583","0.18395940959453583","0.18395940959453583","1942","1942","1942"
"3459","0.3306730389595032","0.3306730389595032","0.3306730389595032","1947","1947","1947"
"3469","0.1308869570493698","0.1308869570493698","0.1308869570493698","1952","1952","1952"
"3479","0.21976310014724731","0.21976310014724731","0.21976310014724731","1957","1957","1957"
"3489","0.2787390351295471","0.2787390351295471","0.2787390351295471","1963","1963","1963"
"3499","0.08935072273015976","0.08935072273015976","0.08935072273015976","1968","1968","1968"
"3509","0.35019272565841675","0.35019272565841675","0.35019272565841675","2006","2006","2006"
"3519","0.20370279252529144","0.20370279252529144","0.20370279252529144","2011","2011","2011"
